thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,coherence,dotlife,SR_conf,RTrating,sub,age,gender,handedness,
,,2,SC coherence,44,0.4271640999977535,down,1,270,down,0.15833333333333333,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,45,0.6094283000020368,up,1,90,up,0.15833333333333333,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,46,0.5120652000005066,down,1,270,down,0.15833333333333333,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,47,0.4279887000011513,up,1,90,up,0.15833333333333333,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,48,0.6610823000009987,up,1,90,up,0.14166666666666666,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,49,0.7625072000009823,up,0,270,down,0.14166666666666666,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,50,0.5633660999992571,up,1,90,up,0.18333333333333332,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,51,0.6610599999985425,up,1,90,up,0.18333333333333332,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,52,0.45739809999940917,down,1,270,down,0.18333333333333332,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,53,0.49500840000109747,down,1,270,down,0.18333333333333332,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,54,0.394381499998417,down,1,270,down,0.18333333333333332,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,55,0.4129657999983465,up,1,90,up,0.14166666666666666,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,56,0.443325600001117,down,1,270,down,0.14166666666666666,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,57,0.3942739000012807,up,0,270,down,0.14166666666666666,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,58,0.409345599997323,up,1,90,up,0.2,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,59,0.5754396000011184,up,1,90,up,0.2,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,60,0.45997540000098525,up,1,90,up,0.2,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,61,0.47825770000054035,down,1,270,down,0.2,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,62,0.39377719999902183,down,1,270,down,0.2,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,63,0.5632313000023714,up,1,90,up,0.2,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,64,0.5019062999999733,down,1,270,down,0.2,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,65,0.4428206999982649,up,1,90,up,0.18333333333333332,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,66,0.41139750000002095,up,1,90,up,0.2,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,67,0.39513760000045295,up,0,270,down,0.14166666666666666,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,68,0.42726959999708924,down,1,270,down,0.18333333333333332,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,69,0.4272008999978425,down,1,270,down,0.2,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,70,0.795240700001159,up,1,90,up,0.18333333333333332,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,71,0.42798690000199713,down,1,270,down,0.2,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,72,0.4786783999988984,down,0,90,up,0.2,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,73,0.4763063999998849,down,1,270,down,0.15833333333333333,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,74,0.8108865999965928,up,1,90,up,0.15833333333333333,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,75,0.4617149000005156,down,1,270,down,0.15833333333333333,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,76,1.025118500001554,up,1,90,up,0.14166666666666666,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,77,0.36228489999848534,down,1,270,down,0.14166666666666666,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,78,0.49276780000218423,down,1,270,down,0.14166666666666666,6.236507436228634,,,0,30,Man,Right,
,,2,SC coherence,79,0.3640866999994614,up,1,90,up,0.14166666666666666,6.236507436228634,,,0,30,Man,Right,
,,3,Training - scale,0,0.5582522999975481,down,1,270,down,0.1,,0.5,0.3120152999981656,0,30,Man,Right,
