"","time","x","y","pupil","num_fields","is_valid_row","real_row","conf_start","stim_start","conf_end","stim_end","trial","pre_stim","ref_mean","ref_sd","thisRow.t","notes","block","Trialtype","withinblocktrial","RTdec","resp","cor","dots.direction","cor_resp","coherence","scale","SR_conf","RTrating","interval","interTrial.interval","start_conf","subject","age","gender","handedness","X","n"
"154401",7894334,"  872.7","629",4786,5,TRUE,153418,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,154401
"154501",7894434,"  909.6","612.3",4756,5,TRUE,153522,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,154501
"154601",7894534,"  917.2","608.9",4763,5,TRUE,153622,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,154601
"154701",7894634,"  909.5","614.3",4757,5,TRUE,153722,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,154701
"154801",7894734,"  913.8","608.2",4733,5,TRUE,153822,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,154801
"154901",7894834,"  909.5","610.6",4742,5,TRUE,153922,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,154901
"155001",7894934,"  918.1","608.1",4714,5,TRUE,154022,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,155001
"155101",7895034,"  910.8","605.5",4691,5,TRUE,154122,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,155101
"155201",7895134,"  913.9","606.3",4692,5,TRUE,154222,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,155201
"155301",7895234,"  917.3","604.1",4667,5,TRUE,154322,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,155301
"155401",7895334,"  912.6","599.1",4651,5,TRUE,154422,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,155401
"155501",7895434,"  911.8","602.9",4649,5,TRUE,154522,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,155501
"155601",7895534,"  918.7","604.7",4649,5,TRUE,154622,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,155601
"155701",7895634,"  915.4","604.7",4672,5,TRUE,154722,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,155701
"155801",7895733,"  888.9","547.2",4704,5,TRUE,154826,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,155801
"155901",7895833,"  894.2","545.3",4688,5,TRUE,154926,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,155901
"156001",7895933,"  913.3","522.9",4524,5,TRUE,155030,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,156001
"156101",7896033,"  876.7","665.1",4596,5,TRUE,155134,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,156101
"156201",7896133,"  891.5","674.2",4651,5,TRUE,155234,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,156201
"156301",7896233,"  918.7","659.2",4679,5,TRUE,155336,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,156301
"156401",7896333,"  922.4","638",4710,5,TRUE,155438,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,156401
"156501",7896433,"  922.1","623.9",4715,5,TRUE,155538,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,156501
"156601",7896533,"  923.0","625.1",4690,5,TRUE,155638,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,156601
"156701",7896633,"  939.7","622",4674,5,TRUE,155743,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,156701
"156801",7896733,"  935.7","625.3",4639,5,TRUE,155843,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,156801
"156901",7896833,"  936.3","621.4",4640,5,TRUE,155943,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,156901
"157001",7896933,"  984.9","614.1",4650,5,TRUE,156047,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,157001
"157101",7897033,"  989.8","612.8",4654,5,TRUE,156147,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,157101
"157201",7897133,"  946.6","608.8",4635,5,TRUE,156249,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,157201
"157301",7897233,"  956.8","606.6",4639,5,TRUE,156351,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,157301
"157401",7897333,"  950.1","606.5",4661,5,TRUE,156452,FALSE,FALSE,FALSE,FALSE,37,FALSE,4774.52475247525,9.40807531794462,NA,NA,2,"Main",36,1.4693356000007,"up",1,90,"up",0.232244897959184,"conf","0.1399999999999999","0.7221772000011697","2.3403799242168564",1.30038762580031,0.355800253494498,5,2654,"h","r",NA,157401
"157501",7898807,"  929.9","605.4",4655,5,TRUE,NA,NA,NA,NA,NA,38,TRUE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,157501
"157601",7898806,"  929.4","605",4656,5,TRUE,156598,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,157601
"157701",7898905,"  912.5","614.5",4646,5,TRUE,156700,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,157701
"157801",7899005,"  912.8","603.3",4654,5,TRUE,156802,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,157801
"157901",7899105,"  908.9","600.5",4664,5,TRUE,156902,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,157901
"158001",7899205,"  910.3","598",4666,5,TRUE,157002,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,158001
"158101",7899305,"  911.6","598.5",4683,5,TRUE,157102,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,158101
"158201",7899405,"  914.9","600.3",4704,5,TRUE,157202,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,158201
"158301",7899505,"  896.8","527.7",4663,5,TRUE,157306,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,158301
"158401",7899605,"  893.1","524",4633,5,TRUE,157406,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,158401
"158501",7899705,"  890.8","523.2",4625,5,TRUE,157506,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,158501
"158601",7899805,"  897.6","531.5",4619,5,TRUE,157606,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,158601
"158701",7899905,"  899.1","528.2",4615,5,TRUE,157706,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,158701
"158801",7900005,"  897.2","532.3",4632,5,TRUE,157806,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,158801
"158901",7900104,"  901.9","531.1",4637,5,TRUE,157906,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,158901
"159001",7900204,"  909.7","537.3",4686,5,TRUE,158006,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,159001
"159101",7900304,"  902.1","528.9",4689,5,TRUE,158106,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,159101
"159201",7900404,"  908.9","537.5",4717,5,TRUE,158206,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,159201
"159301",7900504,"  912.4","538.3",4736,5,TRUE,158306,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,159301
"159401",7900604,"  911.1","540",4785,5,TRUE,158406,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,159401
"159501",7900704,"  939.9","594",4727,5,TRUE,158508,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,159501
"159601",7900804,"  905.9","649.5",4805,5,TRUE,158610,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,159601
"159701",7900904,"  917.0","621.5",4869,5,TRUE,158710,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,159701
"159801",7901004,"  915.7","618.5",4889,5,TRUE,158810,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,159801
"159901",7901104,"  920.1","619.8",4896,5,TRUE,158910,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,159901
"160001",7901204,"  914.9","614.8",4872,5,TRUE,159010,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,160001
"160101",7901304,"  925.0","613.9",4838,5,TRUE,159114,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,160101
"160201",7901404,"  932.8","617.2",4793,5,TRUE,159214,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,160201
"160301",7901504,"  926.0","622.4",4769,5,TRUE,159314,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,160301
"160401",7901604,"  929.9","619.8",4763,5,TRUE,159414,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,160401
"160501",7901704,"  927.9","612.5",4786,5,TRUE,159514,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,160501
"160601",7901804,"  928.2","611.2",4819,5,TRUE,159614,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,160601
"160701",7901904,"  930.4","610.8",4839,5,TRUE,159714,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,160701
"160801",7902004,"  987.2","603.3",4878,5,TRUE,159816,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,160801
"160901",7902104,"  966.3","607.9",4883,5,TRUE,159918,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,160901
"161001",7902204,"  968.0","610.9",4899,5,TRUE,160018,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,161001
"161101",7902304,"  967.7","606.6",4875,5,TRUE,160118,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,161101
"161201",7902404,"  969.2","611.8",4892,5,TRUE,160218,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,161201
"161301",7902504,"  970.4","607.8",4868,5,TRUE,160319,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,161301
"161401",7902604,"  976.2","612.5",4836,5,TRUE,160419,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,161401
"161501",7902704," 1070.2","605.4",4845,5,TRUE,160523,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,161501
"161601",7902804," 1066.0","605.6",4841,5,TRUE,160623,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,161601
"161701",7902904," 1068.4","604",4823,5,TRUE,160724,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,161701
"161801",7903004," 1112.6","612.8",4793,5,TRUE,160828,FALSE,FALSE,FALSE,FALSE,38,FALSE,4647.70297029703,5.33768593016758,NA,NA,2,"Main",37,1.38311329999851,"up",1,90,"up",0.232244897959184,"conf","0.8799999999999999","0.5074170000007143","3.6688398672069122",2.60171924069901,0.35744284760091,5,2654,"h","r",NA,161801
"161901",7905776,"  915.0","597.6",4533,5,TRUE,NA,NA,NA,NA,NA,39,TRUE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,161901
"162001",7905775,"  915.3","596.7",4539,5,TRUE,160974,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,162001
"162101",7905874,"  914.1","591",4557,5,TRUE,161074,FALSE,FALSE,FALSE,FALSE,39,FALSE,4541.06930693069,9.4183410702125,NA,NA,2,"Main",38,1.01775889999954,"up",1,90,"up",0.212040816326531,"conf","0.6000000000000001","0.6236129999997502","4.502662621593818",3.49956207735688,0.461485826151619,5,2654,"h","r",NA,162101
